                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.3153,                0.63013,                 1.0213,                0.87149,                 0.6566,                0.73909,                0.41798,                 1.2697,                0.53043,                 1.0415,              0.0038001,              0.0038001,              0.0038001
                     65,                 1.3187,                0.63095,                 1.0183,                0.87119,                0.65756,                 0.7398,                0.41827,                 1.2698,                0.52945,                  1.042,              0.0037001,              0.0037001,              0.0037001
                     66,                 1.3172,                0.63182,                 1.0214,                0.87108,                0.65853,                0.74082,                0.41886,                 1.2698,                0.52973,                 1.0426,              0.0036001,              0.0036001,              0.0036001
                     67,                 1.3136,                0.62587,                 1.0145,                0.87265,                0.65736,                0.74101,                 0.4191,                 1.2695,                0.52907,                 1.0429,              0.0035001,              0.0035001,              0.0035001
                     68,                 1.3064,                0.62249,                 1.0168,                0.86942,                0.65927,                0.74099,                0.41941,                 1.2694,                0.52893,                 1.0429,              0.0034001,              0.0034001,              0.0034001
                     69,                 1.3123,                0.62268,                 1.0091,                0.87049,                0.65902,                0.74146,                0.41994,                 1.2694,                0.52794,                 1.0423,              0.0033001,              0.0033001,              0.0033001
                     70,                 1.2951,                  0.616,                 1.0099,                 0.8706,                0.65993,                0.74199,                   0.42,                 1.2694,                0.52687,                 1.0417,              0.0032001,              0.0032001,              0.0032001
                     71,                 1.3029,                0.61426,                 1.0076,                0.87057,                 0.6602,                0.74229,                0.42074,                 1.2689,                0.52661,                 1.0411,              0.0031001,              0.0031001,              0.0031001
                     72,                  1.299,                0.61357,                 1.0119,                0.87062,                0.66047,                0.74269,                0.42138,                 1.2685,                0.52603,                  1.041,              0.0030001,              0.0030001,              0.0030001
                     73,                 1.2939,                0.61067,                 1.0104,                0.87073,                0.66073,                0.74305,                0.42178,                 1.2684,                0.52515,                 1.0411,              0.0029001,              0.0029001,              0.0029001
                     74,                 1.2907,                0.60897,                 1.0072,                0.86891,                0.66191,                0.74361,                0.42203,                 1.2683,                0.52476,                 1.0412,              0.0028001,              0.0028001,              0.0028001
                     75,                   1.29,                0.60725,                  1.004,                 0.8675,                0.66217,                0.74378,                0.42246,                 1.2675,                0.52415,                 1.0409,              0.0027001,              0.0027001,              0.0027001
                     76,                 1.2282,                0.56486,                0.98832,                0.86711,                 0.6632,                0.74416,                0.42298,                  1.268,                0.52298,                 1.0412,              0.0026001,              0.0026001,              0.0026001
                     77,                 1.2416,                0.57227,                0.99242,                0.87029,                0.66141,                0.74412,                0.42319,                 1.2682,                0.52241,                 1.0413,              0.0025001,              0.0025001,              0.0025001
                     78,                 1.2468,                0.57596,                0.98947,                0.86974,                0.66232,                0.74495,                0.42365,                 1.2681,                0.52154,                 1.0413,              0.0024001,              0.0024001,              0.0024001
                     79,                 1.2411,                0.57257,                0.99126,                0.87031,                0.66179,                0.74507,                0.42386,                 1.2678,                0.52083,                 1.0412,              0.0023001,              0.0023001,              0.0023001
                     80,                 1.2432,                 0.5726,                0.99055,                0.86953,                0.66265,                0.74531,                0.42409,                 1.2677,                0.52018,                 1.0411,              0.0022001,              0.0022001,              0.0022001
                     81,                  1.242,                 0.5713,                0.99183,                0.87165,                0.66158,                0.74547,                0.42434,                 1.2677,                0.51983,                 1.0412,              0.0021001,              0.0021001,              0.0021001
                     82,                 1.2423,                0.57161,                 0.9876,                0.87186,                0.66317,                0.74636,                0.42476,                 1.2673,                0.51901,                  1.041,              0.0020001,              0.0020001,              0.0020001
                     83,                 1.2356,                0.56527,                0.99098,                0.87157,                0.66348,                 0.7465,                0.42496,                 1.2672,                0.51836,                  1.041,              0.0019001,              0.0019001,              0.0019001
                     84,                 1.2412,                0.56673,                0.98533,                0.86907,                0.66433,                 0.7468,                0.42513,                 1.2671,                0.51766,                 1.0411,              0.0018001,              0.0018001,              0.0018001
                     85,                 1.2234,                0.55882,                0.98834,                 0.8696,                0.66426,                0.74696,                0.42556,                  1.267,                0.51724,                 1.0413,              0.0017001,              0.0017001,              0.0017001
